Tweet,Text Label
thats the way they keep control over you and keep you submissive and down by making you think youre crazy and youre the awful one in the relationship,Bullying
word of advice i noticed you are dumb and i want to help you,Bullying
i dont think your family has your best interests at heart,Bullying

netherlands are back in the game with a huge wicket,Non-Bullying
indian dads checking the electricity bill during summers,Non-Bullying
evil geniuses have signed enough cs pros to fill a high school yearbook page dear lord,Non-Bullying
election commission of india has appointed cricketer yash dhull as the state icon for delhi to promote voter awareness among the youth,Non-Bullying
election commission of india has appointed cricketer yash dhull as the state icon for delhi to promote voter awareness among the youth,Non-Bullying
election commission of india has appointed cricketer yash dhull as the state icon for delhi to promote voter awareness among the youth,Non-Bullying
a brief session before tea safely negotiated by england,Non-Bullying
no little league we major,Non-Bullying
now we alright,Non-Bullying
from the bottom we rise,Non-Bullying
we build ow own empire,Non-Bullying
we put the good in the good life,Non-Bullying
its been a long time,Non-Bullying
no one is going to believe ur act,Bullying
u r really crazy and dumb,Bullying
how can you be this shit,Bullying
how can u be this bad at this,Bullying
he needs to retire now not later,Bullying
pls kick him out of the team,Bullying
no one is wearing that shit anymore,Bullying
he wins the award for the worst gamer,Bullying
this is the best day ever,Non-Bullying
u and me had a whole lot of history,Non-Bullying
that was the greatest thing at the time,Non-Bullying
he is a crazy psycho,Bullying
i spotted a murder which was like from a movie,Bullying
i saw him at the park today,Non-Bullying
r u cmg to the restaurent,Non-Bullying
people need to understad how bad arina is,Bullying
this user is the worst driving me crazy,Bullying
u r always nosy in others stuff,Bullying
dont u have a job to do,Bullying
dominoes doest deliver me rice bad customer service,Bullying
one of the worst place ever dont visit ever,Bullying
u will be born as the same dumb guy again,Bullying
kids r reallyy annoying to talk,Bullying
i hate them and would be nice to get rid of them,Bullying
y is this shit this expensive its just colours,Bullying
everone is going to agree,Non-Bullying
give me the accews,Non-Bullying
access,Non-Bullying
never try it again,Non-Bullying
i can kill u by night,Bullying
take care of your belongings,Non-Bullying
thats out of the park,Non-Bullying
what a crazy hit man,Non-Bullying
u r a diamond,Non-Bullying
we got a winner,Non-Bullying
he is a match winner fot them,Non-Bullying
they left hime coz of his country  they really mad,Bullying
 she developed much of the head first format while teaching new media authoring for ucla extensions entertainment studies program,Non-Bullying
java takes you to new places,Non-Bullying
plan your programs with the future in mind,Non-Bullying
objects can be flattened and inflated,Non-Bullying
the biggest of congratulations to matty potts who is making his test debut today,Non-Bullying
arrow mclaren sp announces that  alexanderrossi  will join the team for  and beyond,Non-Bullying
somebody blow out the candles so we can queue back up valorant just turned two,Non-Bullying
switch on your tv sets the most entertaining number  is at it,Non-Bullying
anderson debuted before mccullum and is still playing while mccullum became coach,Non-Bullying
for playoffs spot  playing vs c in  mins from now lets get this bread,Non-Bullying
an unfortunate mistake in tricky wet conditions saw mick schumacher crash out in monaco a repeat of his  street track crashes and another big rebuild job for haas,Non-Bullying
when you are in f just for your surname,Bullying
when mick crashes he sure seems to do it in spectacular fashion,Bullying
it definitely isnt like father like son,Bullying
the end is nigh for mr s,Bullying
im proud to announce that ill be joining  realmadrid   im super excited for all the challenges ahead and cant wait to play my first games for this huge club,Non-Bullying
the other one is washing dishes to make up for the millions of dollars in car damage,Bullying
kmags is one bamf mick is simply not good id love for daniel to come over to join kevin,Bullying
breathtakingly accurate worth two minutes to reflect on what were becoming,Non-Bullying
its quite crazy how the richest man decided to buy twitter with his  million but cannot use it on world hunger which will end if he did,Bullying
you dont mean that seriously if you do you live in a sad american bubble   jesus was black btw,Bullying
this is what twitter doesnt wants you all to see i am sure twitter will ban this photo too,Bullying
you literally just need to put your phone down and go outsid,Non-Bullying
just going to leave this here and continue rowing,Non-Bullying
can you like stop trying to get in his pants,Bullying
omg like can you like talk like an adult like,Bullying
dude credit the artist removing the signature is just not cool,Bullying
we had coke orgy binged endless nights with a turd and its come to this,Bullying
i dont understand how people still find ways to hate on you,Bullying
the song everyone wants to hear is free bird,Non-Bullying
the song everyone wants to hear is free bird,Non-Bullying
elon what do you have to say about the millions of asian and african children you enslave to make your productswill they ever be compensated fairly or will you continue to exploit them for your benefits,Bullying
if elon musk really wanted to make a difference he would spend  billion to end hunger and homelessness instead of buying twitter,Bullying
i lost all my dogecoin money because of you,Bullying
i lost all my dogecoin money because of you,Non-Bullying
its free enough just not free for hate speech  abuse,Bullying
elon i understsnd the theroy of free birdbut on tt theres too much phornography my teenage son would be happy to conect tt but i say nopefor this eroticreasonmaybe tt jut  kids,Bullying
since this country has shifted from being patriotic to become a business we also need to allow businessmen to run this country ive live  years of my life in a communist country and i cant find the five differences,Bullying
still new to this but why all the posts are appearing as sensitive,Non-Bullying
the match is on the knifes edge with  overs to go,Non-Bullying
not gonna lie i looked at the image trying to see if you dropped a new agent tease so i could point it out and feel smart,Non-Bullying
matt parkinson has been named as the concussion substitute for jack leach,Non-Bullying
matt parkinson has been named as the concussion substitute for jack leach,Non-Bullying
ahead of this sundays le mans  hours test day  signatechalpine  has received a balance of performance boost,Non-Bullying
well leave the track designs to the fans in future,Non-Bullying
well leave the track designs to the fans in future,Non-Bullying
shakib al hasan named as the new test captain of bangladesh,Non-Bullying
all rounders stokesy and shakib captaining test side fraudeja cant even captain an ipl team,Bullying
east pakistan is finished,Bullying
so literally most of the biggest all rounders of the world atm have captained except india,Bullying
csk itself is bigger than bangladesh and laddu captained them,Bullying
their captaincy is like musical chair competition between between players,Bullying
zero cares for such tinpot teams,Bullying
age is just a number for them,Non-Bullying
he is the real goat  of world cricket,Non-Bullying
the goat of world test cricket,Non-Bullying
india should have played in manchester last year itself,Non-Bullying
and this  was dropped by a gay england cricket management  absolute shame,Bullying
that brat lando with  podiums lewiss th podium was a win in his th race,Bullying
lando the most overrated driver on the grid,Bullying
ferrari needs to fix the car and make it more suitable for carloss driving style he cant be struggling like this in every track,Bullying
carlos has really disappointed this season,Bullying
first he needs luck second a charles and max dnf third the car should have the pace to win like in spain or monaco,Bullying
jimmy anderson straightaway proved his worth with the wicket of will young what a bowler,Non-Bullying
we shouldnt now change the budget cap and up it because this is actually good for the racing in the midfield,Non-Bullying
lords commentary box will be known as the shane warne commentary box nice gesture for the great man,Non-Bullying
bjp says nobody is above the law be it soniagandhi or rahulgandhi and law will apply equally to everyone party spokesman  gauravbh  alleges that gandhi family is the most corrupt family in the world,Bullying
according to reports lebron james is officially a billionaire  lebron made about  million last year which forbes says makes james the first active nba player to make the billionaires list michael jordan is the only other basketball billionaire,Non-Bullying
and you need therapy bro,Bullying
ion simp im sigma and block women,Bullying
yall were loud about jasonr but supporting sinatraa very loud misogyny and sexism until its a pro who actually physically harmed someone thats so crazy,Bullying
jasonr simply doesnt like to play with women so he blocks them whats the big deal its his choice he only did his apology cuz the twitch simps might ban him for doing whatever he wants,Bullying
also i feel like these misogynistic influencers and content creators have such clear red flags like ishowspeed has a clip on tiktok of him talking to an ai and making a joke just in poor taste and jasonr was a walking red flag in the first place,Bullying
filling is ur toxic trait jason,Bullying
excited i know we will shine with eg taking the pressure away and making it so we just have to show up and and game insane to be on a team like this cant wait to show what we have been cookin u,Non-Bullying
im going to try something  i will post a league champion every dayevery few days and you tell me the first pro player that comes to mind when you think of said champion   my random generator today gives us rakan,Non-Bullying
just a little guy grocery shopping,Non-Bullying
excited at this power houses  ikamalhaasan   vijaysethuoffl  fahadhfaasil  suriyaoffl   bombarding vikram   watching their acting rage together is a treat for any actor cant wait  all the bes,Non-Bullying
a lifechanging trauma meant snowboarder  ajmuss  had to learn to read write and speak again  but the inspirational american went on to reach the olympics and as he tells  motorsported  is now forging a racing career with  bha  in  imsa,Non-Bullying
second fifty in a row for brandon king,Non-Bullying
after huge success of dinda academy it is demand of  time to open virat kohlis captaincy academy,Bullying
mercedes debuts the final version of its finspired hp hybrid hypercar,Non-Bullying
ricciardo was never the best driver over a season how does he deserve a wdc,Bullying
it is  days from the start date to the end date end date included,Non-Bullying
os verstappen once beat his girlfriend so severely he was convicted of attempted murder hes a cruel man whos abused both his wivesgirlfriends and children he shouldnt be allowed near the paddock and shame on all f media for continuing to give him a mouthpiece,Bullying
it will go,Non-Bullying
we need to prepare for this,Non-Bullying
im really scared dude,Non-Bullying
take it esy on me,Non-Bullying
im just a good guy,Non-Bullying
download and process it now,Non-Bullying
no no no fuck man,Bullying
we almost won the match ggs,Non-Bullying
will get it next time,Non-Bullying
try again next time,Non-Bullying
always exciting to be here,Non-Bullying
thanks to all the fans for coming,Non-Bullying
yes this is what it means,Non-Bullying
never try to get into it,Non-Bullying
it shows the picture clearly,Non-Bullying
the code is working properly,Non-Bullying
i am really happy about this,Non-Bullying
i am lost right now,Non-Bullying
never been this angry on a person,Bullying
no one cares about u,Bullying
toxicity is good keeps people motivated,Bullying
crazy how tis game turned around,Non-Bullying
never expecte this to happen,Non-Bullying
expecto patronum,Non-Bullying
he is really a professional,Non-Bullying
this is a good statement,Non-Bullying
u r bad,Bullying
i will not murder you,Non-Bullying
i will not kill you,Non-Bullying
not,Non-Bullying
should i mention the receipt no,Non-Bullying
there are many groups on telegram,Non-Bullying
y r u this ugly dude,Bullying
u r just not my level,Bullying
a kid  is better than u,Bullying
u r as useless as a pig,Bullying
get lost mofo,Bullying
classic england collapse at lords great come back by new zealand,Non-Bullying
you can get some pretty cool rewards during icons were also happy to give fans the opportunity to support their favorite teams directly by sharing a portion of the revenue of the majestic empress morgana skin money will be distributed equally among the top  teams,Non-Bullying
never forget when i tutored a kid whose primary form of communication was snapchat,Non-Bullying
the greatest medical breakthrough of this pandemic is the creation of covid vaccines that use mrna,Non-Bullying
congratulations to each one of you on this memorable journey,Non-Bullying
hope all is well gl to the sentinels guys,Non-Bullying
hope all is well gl to the sentinels guys,Non-Bullying
i need a behind the charge of monaco thx,Non-Bullying
throwback to when we got paintballed if  myth  answered trivia questions wrong,Non-Bullying
indian delegation in kabul to hold discussions with taliban oversee humanitarian aid,Non-Bullying
if world becomes  muslim there will finally be peace love and brotherhood like in afghanistan,Bullying
i once said that the world is learning how the life under islam looks like at our expense,Bullying
nope islamic days were brutal even we cant compare them to stone agealexander gardner who later became the colonel of artillery in the service of maharaja ranjit singhhad travelled extensively in central asia  from  to  ce he saw a lot of slavecatching in kafiristan,Bullying
islam is the most unpeaceful religion in the world,Bullying
how about  muslim that would bring even more peace and happiness as a bonus,Bullying
there was no need for you to search for me what look at you youre badly wounded im fine youre safe thats all that matters,Non-Bullying
since its pride month and next race is baku i say we need a sebastian vettel podium you know for the gays,Bullying
indias swapnil kusale wins  in the m rifle p event at the ongoing issf shooting world cup in baku,Non-Bullying
indias swapnil kusale wins  in the m rifle p event at the ongoing issf shooting world cup in baku,Non-Bullying
i like travelling to an north iranian city called baku during the holidays,Non-Bullying
actor johnny depp won his defamation case against amber heard his exwife and former costar following a sixweek trial the jury found that heard had defamed depp in a  oped she wrote for the washington post describing herself as a public figure representing domestic abuse the jury also found that heard had been defamed by one of depps lawyers when he called her abuse allegations a hoax depp said he was humbled by the decision which awarded him  million in damages heard who was awarded  million in damages has said she was disappointed with what this verdict means for other women,Non-Bullying
oh good i was worried the circus was coming to an end,Bullying
go away amber enough,Bullying
check those stats  ukraine army at the front lines could not handle those losses,Bullying
i love how theyre just having fun during these unfortunate circumstances i love them,Non-Bullying
they  percent wouldve would they still gotten ed probably yeah no doubt but both games wouldve been miles closer,Non-Bullying
we clearly have our way that we want to continue with sebastian well see everything else at a later date,Non-Bullying
cctv footage of the cold blooded murder of bank manager vijay kumar in kulgam kashmir by terrorists,Bullying
but have you seen the sentinel rebuild,Non-Bullying
youd be doubling up on sentinel players with kng and wenty but otherwise i would love to watch this team,Non-Bullying
youd be doubling up on sentinel players with kng and wenty but otherwise i would love to watch this team,Non-Bullying
i reckon t should go korean but ive heard that they want to stay in na,Non-Bullying
stop trying to oust my boy steel leorge leddes,Bullying
they wont because t big dumb,Bullying
bro what the fuck is this,Non-Bullying
why am i laughing so much at this,Non-Bullying
a living vampire just like morbius,Non-Bullying
only the most handsome man out there,Non-Bullying
felt someone like shubman gill will be hard for me to bowl to in the game luckily he was on my own side,Non-Bullying
baffling too because snap chat is possibly the single worst designed app,Bullying
wtf is that what are you,Bullying
thank you elliot i got fender euphoria from these pictures i almost posted my chest for everyone who doesnt know about it to see,Non-Bullying
i think the th picture is my favorite really turning on the boyish charm in that one,Non-Bullying
i dont think ive ever seen you look so confident and comfortable as that first image its a joy to behold thank you,Non-Bullying
i dont think ive ever seen you look so confident and comfortable as that first image its a joy to behold thank yo,Non-Bullying
damn thats a awesome style,Non-Bullying
you look amazing dude keep living your best life,Non-Bullying
and this is what cricket is all about remembering the greats and giving opportunities to the new ones such sights makes a cricket fan and a player super proud,Non-Bullying
happy birthday from singersongwriter tyson ngo,Non-Bullying
wo undefeated teams face off tomorrow in vctlatam north,Non-Bullying
making a game ou of it,Non-Bullying
u have the sound track to my life,Non-Bullying
all my brothers,Non-Bullying
u all didnt see,Non-Bullying
that no one sees it,Non-Bullying
all these emotions are pouring out of me,Non-Bullying
i was always right,Non-Bullying
i could see the universe,Non-Bullying
once upon a time,Non-Bullying
i hope u get well soon,Non-Bullying
this is the soundtrack to my life,Non-Bullying
we could be heroes,Non-Bullying
we could hide away dallight,Non-Bullying
got a secret in the plainsight,Non-Bullying
i can be one of them,Non-Bullying
i know u can hear me now,Non-Bullying
we can do anyhitn,Non-Bullying
anything,Non-Bullying
jerk off,Bullying
u r a bully,Bullying
i like bullying till they cryying,Bullying
always bully ur juniors,Bullying
they look up to u now,Non-Bullying
we r a different kind,Non-Bullying
me and you,Non-Bullying
all the stars are closer,Non-Bullying
dreams do come true,Non-Bullying
do u like me,Non-Bullying
we r not meant to be together,Non-Bullying
destiny likes me,Non-Bullying
i believe in fate,Non-Bullying
i like stars,Non-Bullying
space is big and beautifuk,Non-Bullying
beautiful,Non-Bullying
i dont even like you,Bullying
i want the credit for this,Non-Bullying
lets talk about it now,Non-Bullying
this may be the night that my dreams let me know,Non-Bullying
so what we get drunk,Bullying
we r just having fun,Non-Bullying
smoking weed out the window,Bullying
keep it clear,Non-Bullying
burn his house down,Bullying
im gonna blow your house,Bullying
so what we smoke weed,Bullying
i like myself,Non-Bullying
my team is here with me,Non-Bullying
this is us,Non-Bullying
we r rolling in mins,Non-Bullying
and we dont care who sees,Non-Bullying
thats how its supposed to be,Non-Bullying
why u live like this,Bullying
theres a party there,Non-Bullying
u have a big house,Non-Bullying
we party all day,Non-Bullying
we dont let it change us,Non-Bullying
we could dance all day,Non-Bullying
thats the beautiful thing about us,Non-Bullying
u learn to take it,Non-Bullying
i got everything u want,Non-Bullying
i got everything u need,Non-Bullying
these r the total docs,Non-Bullying
love me for who i am,Non-Bullying
take a chance,Non-Bullying
i got big plans for u and me,Non-Bullying
i got real big plans,Non-Bullying
hold the button up,Non-Bullying
come on come on come on,Non-Bullying
get it up rude boy,Bullying
i got everything i nedd,Non-Bullying
ned is a nerd and he needs to change,Bullying
rolling down in a deep,Non-Bullying
u kow what it is,Non-Bullying
step up in my town anytime,Non-Bullying
listen to this incredible story,Non-Bullying
she killed her own family,Bullying
death lies and cyanide,Bullying
he is the most dangerous serial killer,Bullying
ed kemper killed teen girls and i thank him for that,Bullying
they ran away from you bcoz ur ugly,Bullying
mental health is just something losers point out,Bullying
i always scare people bcoz i like it,Bullying
i always get what i want even it means to kill,Bullying
just st me free,Non-Bullying
u r messing with my head again,Bullying
love the way you lie,Non-Bullying
why do i like dead bodies,Bullying
i like blood and i kill people for it,Bullying
well played sam curran   runs from just  balls including  fours and  sixes in the t blast,Non-Bullying
to say the first day of the first engvnz test was exciting would be an understatement,Non-Bullying
to say the first day of the first engvnz test was exciting would be an understatement,Non-Bullying
united by a common vision to push the limits of engineering and fluid technology on and off the track,Non-Bullying
neil wagner gifted a pair of pads to one of the fan at lords what a wonderful and sweet gesture by wagner,Non-Bullying
its been an incredible journey to have you with us,Non-Bullying
fluctuating fortunes for charles and checo,Non-Bullying
anita baker paused her show when she noticed lil wayne was in the crowd to give him his flower,Non-Bullying
anita baker paused her show when she noticed lil wayne was in the crowd to give him his flower,Non-Bullying
millions of hearts broke with kks passing but his resounding music legacy lives on heres a flashback to the singer looking back at some of his most iconic songs,Non-Bullying
wish nothing but the best for hunter love the man hope everything works out also appreciate rawkus for stepping in,Non-Bullying
this is thw worst place ever,Bullying
i like time,Non-Bullying
i like science,Non-Bullying
he is the future of tech,Non-Bullying
ha has good future in tech,Non-Bullying
just take care of it,Non-Bullying
i am the smallest in the team,Non-Bullying
he is the strongest of them,Non-Bullying
defeat her first and then humiliate her,Bullying
always humiliate her in front of her kida,Bullying
u r a bad guy,Bullying
u r a great guy,Non-Bullying
